misspelling,correct_word
 goi,go
 gol,go
 gok,go
 goa,go
 goo,go
 gom,go
 gon,go
 gou,go
 gov,go
conrtrol,control
 contrl,control
 contol,control
 cntrl,control
 cointrol,control
 cotnrol,control
 cntrol,control
 conterol,control
 contorl,control
 countrol,control
chldren,children
 chilidren,children
 childern,children
 childean,children
 childrein,children
 chileren,children
 chiledn,children
 chilein,children
 chilrend,children
 chiliden,children
 chiliren,children
thus,thus
 thius,thus
 thusi,thus
 thuse,thus
 thusa,thus
 thuss,thus
 thusy,thus
 thush,thus
 thisu,thus
 thusu,thus
 thusd,thus
haviging,having
 havng,having
 hvaving,having
 haviing,having
 havving,having
 havign,having
 havvying,having
 havviing,having
 havviging,having
 havivng,having
vaulte,value
 valuse,value
 vallue,value
 valeu,value
 valiue,value
 valye,value
 valut,value
 valyue,value
 vallvue,value
 valvue,value
socil,social
 soical,social
 socail,social
 socal,social
 socaial,social
 soceal,social
 socieal,social
 soicil,social
 soicaly,social
 socile,social
 soceil,social
Deapartment,Department
 Deprtment,Department
 Departmnt,Department
 Deparment,Department
 Deparement,Department
 Depament,Department
 Depratment,Department
 Depertment,Department
 Deperment,Department
 Departmnet,Department
few,few
feww,few
fuwe,few
fewe,few
fewa,few
fewi,few
fewo,few
fewu,few
feuw,few
fewew,few
fewew,few
abovve,above
 aboue,above
 abuve,above
 aove,above
 avobe,above
 abvove,above
 aboe,above
 abuv,above
 abve,above
 abovw,above
 aboive,above
impotant,important
 imparnt,important
 impotnent,important
 impotaint,important
 impotrant,important
 impotnet,important
 impotnentt,important
 impotint,important
 impotnentu,important
 impotnentt,important
interst,interest
 intrest,interest
 intrist,interest
 ineterest,interest
 insteret,interest
 intereest,interest
 intresst,interest
 intrerest,interest
 inetrst,interest
 interssst,interest
styd,study
 stutie,study
 studdy,study
 stuydy,study
 stuedy,study
 studiy,study
 studdi,study
 studee,study
 stuidy,study
 stuey,study
of,off
 offf,off
 ooff,off
 oeff,off
 effo,off
 ffoff,off
 ffoff,off
 fofo,off
 foeff,off
 oefff,off
 offff,off
aerai,area
 aerar,area
 aerae,area
 areea,area
 arrea,area
 eraea,area
 earia,area
 reara,area
 raear,area
 eraea,area
 aerre,area
meinns,means
 meenas,means
 meanes,means
 meenss,means
 meaans,means
 meawns,means
 meiins,means
 meins,means
 meauns,means
 meawns,means
oficce,office
 officie,office
 offciee,office
 oficee,office
 ofific,office
 ofifce,office
 ofisce,office
 ofisee,office
 ofycee,office
 ofycce,office
 ofyceee,office
grouop,group
 gruop,group
 grooup,group
 gurup,group
 gurop,group
 gruoup,group
 grouip,group
 gruoop,group
 grpuo,group
 gruup,group
giev,give
 givve,give
 giev,give
 giive,give
 givie,give
 gvive,give
 givv,give
 givvee,give
 givvi,give
 givvve,give
aigain,again
 agian,again
 agen,again
 agin,again
 aign,again
 ain,again
 agn,again
 igain,again
 iagn,again
 ign,again
warr,war
 warre,war
 waur,war
 waree,war
 wari,war
 warir,war
 wawr,war
 waar,war
 warrs,war
 wair,war
weither,whether
 wether,whether
 wheter,whether
 wheather,whether
 wehter,whether
 whethir,whether
 wetheri,whether
 whither,whether
 wetherer,whether
 whithir,whether
quesstion,question
 questoin,question
 quetion,question
 quesiton,question
 quesion,question
 questiin,question
 quistion,question
 quessttin,question
 quetston,question
 quisttin,question
calld,called
 caleld,called
 calles,called
 calleed,called
 calldd,called
 callde,called
 callled,called
 caloled,called
 caluld,called
 caulld,called
peroid,period
 periiod,period
 peirod,period
 perido,period
 perrid,period
 periord,period
 peiriod,period
 piriod,period
 prriod,period
 prreiod,period
linne,line
 lnie,line
 liine,line
 linie,line
 lnine,line
 linae,line
 linee,line
 linni,line
 linin,line
 lien,line
lannd,land
 lansd,land
 lanrd,land
 landd,land
 lannad,land
 lanndd,land
 landle,land
 lansand,land
 lanrdd,land
 lannnd,land
foru,four
 fouer,four
 foor,four
 foir,four
 fiour,four
 fuor,four
 forr,four
 foiur,four
 foure,four
 fluor,four
amung,among
 amonng,among
 amoug,among
 amoung,among
 amogn,among
 amonge,among
 amoneg,among
 amung,among
 amungi,among
 amunge,among
 amoung,among
Tabel,Table
 Tablre,Table
 Tabele,Table
 Tablw,Table
 Tablee,Table
 Tablr,Table
 Tablle,Table
 Tablo,Table
 Tablu,Table
 Tabml,Table
Boord,Board
 Boared,Board
 Borad,Board
 Bored,Board
 Broard,Board
 Broud,Board
 Burad,Board
 Byoard,Board
 Boird,Board
 Bordd,Board
until,until
 untill,until
 untilll,until
 untiil,until
 untillle,until
 untilll,until
 untillll,until
 untilllle,until
 untilllll,until
 untillllel,until
hahnd,hand
 hund,hand
 hannd,hand
 haand,hand
 hnad,hand
 haned,hand
 hanned,hand
 hnaand,hand
 hnnad,hand
 hnaed,hand
takin,taken
 takne,taken
 tken,taken
 takin,taken
 takn,taken
 takem,taken
 takenn,taken
 takene,taken
 takning,taken
 takenned,taken
neeed,need
 neeeds,need
 ned,need
 nead,need
 neid,need
 neeeed,need
 neeee,need
 neeeee,need
 neeeeeed,need
 neeeeeee,need
educatiion,education
 educaytion,education
 eductaion,education
 educaiton,education
 educaton,education
 educatoin,education
 eduction,education
 educstion,education
 edicution,education
 edituon,education
 ediciton,education
Jhon,John
 Jhohn,John
 Johhn,John
 Jonn,John
 Joun,John
 Juon,John
 Joyn,John
 Jhonny,John
 Jhoen,John
 Jhone,John
 Jhonni,John
certin,certain
 ceratin,certain
 certian,certain
 cetrain,certain
 cetain,certain
 ceartin,certain
 seratin,certain
 sertain,certain
 setern,certain
 sterain,certain
Countrie,County
 Counyty,County
 Countiie,County
 Coutny,County
 Cownty,County
 Couinty,County
 Conuty,County
 Conty,County
 Couty,County
 Cunty,County
 Cuonty,County
aciton,action
 ction,action
 actoin,action
 acyion,action
 cation,action
 atcion,action
 axction,action
 acktion,action
 aytion,action
 actin,action
sevirral,several
 sevral,several
 severil,several
 seviral,several
 servial,several
 severall,several
 sevaral,several
 severel,several
 sevirel,several
 serival,several
de,de
ted,de
 dea,de
 dede,de
 deeel,de
 deee,de
 deeee,de
 deeeeel,de
 deeeee,de
 deeeeeel,de
 deeeeeee,de
ma,am
 maas,am
 maa,am
 amm,am
 aem,am
 mea,am
 maem,am
 ame,am
 maem,am
 maem,am
Godo,God
 Godod,God
 Goid,God
 Goed,God
 Godd,God
 Goud,God
 Goad,God
 Goodo,God
 Goddo,God
 Godod,God
corusse,course
 cousre,course
 coursses,course
 corsue,course
 coruse,course
 coursse,course
 courese,course
 cource,course
 curse,course
 couser,course
farr,far
 farre,far
 faree,far
 fard,far
 fara,far
 farrr,far
 farie,far
 faro,far
 faru,far
 farar,far
effict,effect
 efeect,effect
 efefct,effect
 effecy,effect
 efectt,effect
 efiect,effect
 eficet,effect
 efecft,effect
 efecyt,effect
 efecrt,effect
posibl,possible
 posisble,possible
 possbile,possible
 posibble,possible
 posiblie,possible
 posibel,possible
 posibl,possible
 posibele,possible
 posibell,possible
 posiblie,possible
thoug,though
 thoughht,though
 thourgh,though
 thoughe,though
 thoguh,though
 thoigh,though
 thohugh,though
 thourg,though
 thouhg,though
 thogh,though
 thourgh,though
lefte,left
 lefft,left
 lefett,left
 lefter,left
 leftey,left
 leffet,left
 lefftie,left
 leftee,left
 lefftay,left
 leffite,left
furthur,further
 furhter,further
 furtur,further
 furthr,further
 furthir,further
 furtheer,further
 furtere,further
 furtehr,further
 furthera,further
 furthre,further
 furthurst,further
hoom,home
 homme,home
 hmo,home
 hoem,home
 homi,home
 homn,home
 homoe,home
 homm,home
 homy,home
 homl,home
 homr,home
dazs,days
 deys,days
 dais,days
 daes,days
 dayz,days
 deyz,days
 daiys,days
 dyas,days
 deis,days
 dias,days
persin,person
 perseon,person
 persom,person
 perosn,person
 persone,person
 persoun,person
 perssn,person
 persson,person
 persion,person
 persuon,person
healht,health
 healtlh,health
 healthee,health
 heaqlth,health
 healtly,health
 healtie,health
 heaalth,health
 haelth,health
 heallth,health
 helath,health
amnount,amount
 ammount,amount
 ammout,amount
 ammunt,amount
 ammont,amount
 amnout,amount
 amnount,amount
 ammint,amount
 ammuntt,amount
 ammoumt,amount
subjec,subject
t,subject
subjecct,subject
subjet,subject
subjict,subject
subjecy,subject
subjecet,subject
subjecst,subject
subjecrt,subject
subjecyt,subject
subjecxt,subject
yett,yet
 yeat,yet
 yte,yet
 yett,yet
 yeet,yet
 yete,yet
 yot,yet
 yeut,yet
 yert,yet
 yett,yet
progrm,program
 prorgam,program
 progrem,program
 programe,program
 progream,program
 progarm,program
 progarim,program
 progrom,program
 progreams,program
 progrmm,program
therfore,therefore
 thererfor,therefore
 therforee,therefore
 threerfor,therefore
 therirfor,therefore
 therferor,therefore
 therfuror,therefore
 therfurere,therefore
 therfuror,therefore
 therfurier,therefore
 therfurrie,therefore
procces,process
 processe,process
 proccess,process
 procress,process
 procese,process
 procsess,process
 procesx,process
 procecss,process
 proccses,process
 proceds,process
 proccese,process
servises,services
 servisees,services
 servises,services
 serviecs,services
 servieces,services
 serivces,services
 servise,services
 serviese,services
 servisece,services
 servisees,services
 servisece,services
r8te,rate
 rite,rate
 reate,rate
 raet,rate
 ratte,rate
 reta,rate
 rtae,rate
 rater,rate
 ritee,rate
 retee,rate
locall,local
 locla,local
 locil,local
 locilc,local
 locle,local
 locol,local
 locul,local
 locvl,local
 loacl,local
 loclal,local
eele,e
 eeee,e
 eeex,e
 eeaal,e
 eeah,e
 eeai,e
 eeao,e
 eeas,e
 eeat,e
 eeay,e
naim,name
 namme,name
 naem,name
 nmae,name
 namie,name
 naime,name
 namd,name
 namn,name
 namr,name
 namy,name
 nanme,name
finnd,find
 fndi,find
 finid,find
 findd,find
 finnnd,find
 fynid,find
 finnid,find
 fynnnd,find
 finnid,find
 fynnd,find
 fynni,find
nesessary,necessary
 necessery,necessary
 neccessary,necessary
 necesary,necessary
 nessesary,necessary
 nessasary,necessary
 nesasarly,necessary
 necassary,necessary
 neccessery,necessary
 nesesary,necessary
 neccesary,necessary
oftten,often
 otfen,often
 oftin,often
 offten,often
 otten,often
 ofteni,often
 oftn,often
 oftne,often
 oftehn,often
 oftyn,often
holwe,whole
 whloe,whole
 houle,whole
 wohle,whole
 hwol,whole
 wholl,whole
 whil,whole
 wholw,whole
 wholoe,whole
 whlo,whole
chaneg,change
 chnage,change
 changge,change
 chanage,change
 chnange,change
 changa,change
 chagne,change
 changi,change
 chnag,change
 changne,change
 chagnge,change
exampel,example
 exaple,example
 exempal,example
 exampil,example
 exmaple,example
 exampale,example
 exemply,example
 exampels,example
 exampill,example
 exampile,example
Presidents,President
 Prezident,President
 Presedent,President
 Prestident,President
 Presidnet,President
 Presdient,President
 Presidennt,President
 Presedint,President
 Presdent,President
 Presidet,President
 Prresident,President
histoyr,history
 histeri,history
 hisotry,history
 historee,history
 histery,history
 histrory,history
 historey,history
 histerie,history
 histiry,history
 historei,history
bets,best
bestt,best
beset,best
bese,best
tbes,best
beest,best
bestd,best
bete,best
steb,best
betsa,best
bestb,best
althoug,although
 althoough,although
 altough,although
 althouh,although
 althoug,although
 althoughe,although
 althooh,although
 althouhg,although
 althougth,although
 althoigh,although
 althoughe,although
famliy,family
 famliee,family
 fammily,family
 famileee,family
 famiily,family
 familee,family
 familiy,family
 familie,family
 famylie,family
 famly,family
siede,side
 sidi,side
 sidde,side
 syde,side
 siad,side
 cide,side
 cidie,side
 sedi,side
 seid,side
 zide,side
womemn,women
 womin,women
 womeen,women
 wommen,women
 womien,women
 womyn,women
 womenn,women
 womine,women
 womene,women
 womenns,women
helld,held
 hewled,held
 heald,held
 helde,held
 hild,held
 haled,held
 helld,held
 haelld,held
 halld,held
 hleld,held
bazed,based
 bazd,based
 baise,based
 baesed,based
 bsaed,based
 bsad,based
 basde,based
 bades,based
 bayed,based
 bzased,based
Souht,South
 Southe,South
 Soutth,South
 Southh,South
 Souhh,South
 Soouth,South
 Souuth,South
 Souyth,South
 Souyht,South
 Souhth,South
 Souhht,South
specail,special
 specil,special
 spesial,special
 speacial,special
 speciel,special
 specilal,special
 speciale,special
 specilas,special
 specila,special
 specil,special
requird,required
 requiered,required
 reuired,required
 reqiured,required
 requird,required
 requeired,required
 reuiqred,required
 requirded,required
 reuqired,required
 requied,required
camed,came
 camme,came
 cmae,came
 cmame,came
 caem,came
 cami,came
 camae,came
 camie,came
 camn,came
 camre,came
 camse,came
thotght,thought
 thoght,thought
 thoight,thought
 thught,thought
 thougt,thought
 thoutgh,thought
 thoyght,thought
 thortght,thought
 thougth,thought
 thourght,thought
fivve,five
 fiev,five
 vife,five
 fevve,five
 fvie,five
 vifve,five
 feiv,five
 fivvee,five
 fiive,five
 fivvee,five
alwais,always
 alwas,always
 awlays,always
 alwayz,always
 alwase,always
 alsways,always
 alsweys,always
 alsway,always
 alswais,always
 alswaze,always
 alswai,always
himself,himself
himsel,himself
imselfe,himself
himselff,himself
himsalf,himself
himselfi,himself
himsilf,himself
himselfl,himself
himsalf,himself
himselfs,himself
himslef,himself
himselv,himself
iarre,air
 aiir,air
 aier,air
 airee,air
 arri,air
 aeiir,air
 iare,air
 aeri,air
 irae,air
 aeir,air
knonwn,known
 knwon,known
 kownen,known
 konwen,known
 knoen,known
 knonw,known
 knwon,known
 kownn,known
 knone,known
 knowne,known
heead,head
 heaod,head
 hedd,head
 heed,head
 hweed,head
 hdad,head
 haed,head
 hed,head
 heid,head
 heea,head
eithir,either
 eather,either
 eiter,either
 eiyther,either
 eyther,either
 ithier,either
 etheir,either
 eitheir,either
 eithor,either
 eithyr,either
propertie,property
 proprietyy,property
 propertiy,property
 propretty,property
 propertey,property
 proprety,property
 properttie,property
 proprietee,property
 propertiee,property
 propertii,property
cosst,cost
 cots,cost
 coost,cost
 cosot,cost
 cotst,cost
 coust,cost
 cosut,cost
 coist,cost
 cotus,cost
 cous,cost
Rathre,rather
 rathir,rather
 reather,rather
 retaher,rather
 rathehr,rather
 rater,rather
 rether,rather
 rathor,rather
 rehter,rather
 retar,rather
billsil,bill
 bilil,bill
 billel,bill
 billle,bill
 billiil,bill
 billiel,bill
 billill,bill
 billlle,bill
 billlil,bill
 billliell,bill
puit,put
 ptt,put
 pult,put
 putt,put
 puut,put
 pût,put
 putt,put
 püt,put
 pût,put
 pût,put
humun,human
 humin,human
 huuman,human
 humna,human
 humen,human
 huuman,human
 humuan,human
 hummn,human
 humain,human
 humaan,human
Figur,Figure
fivger,Figure
Figre,Figure
Figer,Figure
Fiigure,Figure
Fijure,Figure
Figir,Figure
Fugire,Figure
Figuer,Figure
Figiure,Figure
Figirer,Figure
levell,level
 leevle,level
 levil,level
 leveel,level
 leevl,level
 leevll,level
 leevell,level
 leevell,level
 leevvl,level
 leevvll,level
conditons,conditions
 conditios,conditions
 condtions,conditions
 conditins,conditions
 conditoin,conditions
 conditioin,conditions
 conditons,conditions
 conditnios,conditions
 conditns,conditions
 conditonns,conditions
flll,full
 fulle,full
 fulul,full
 fulal,full
 fulil,full
 fulol,full
 fulul,full
 fulsl,full
 fulml,full
 fulpl,full
 fulrl,full
tims,times
 timse,times
 tmaes,times
 tmies,times
 tiems,times
 timis,times
 tems,times
 temie,times
 teims,times
 temi,times
booik,book
 booc,book
 buok,book
 boku,book
 booke,book
 bouk,book
 boouk,book
 buook,book
 booek,book
 bouk,book
availble,available
 avaiable,available
 avilable,available
 avalible,available
 avialable,available
 avilabe,available
 avilalbe,available
 avilale,available
 avilibe,available
 avilile,available
 avilibe,available
earli,early
 earlay,early
 erly,early
 erlie,early
 errey,early
 erlye,early
 erliey,early
 erriely,early
 errily,early
 errely,early
mattter,matter
 matther,matter
 matteer,matter
